,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
index,Geomagnetism_X,Geomagnetism_Y,Geomagnetism_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_velocity_X,Angular_velocity_Y,Angular_velocity_Z, 
156,-0.246789,0.412844,-0.06422,-0.074039,-0.128793,0.433573,115.017534,-76.992762,-29.405298,
157,-0.246789,0.412844,-0.06422,-0.064419,-0.172196,0.34614,94.372077,-78.251632,-21.726195,
158,-0.254128,0.401835,-0.066972,-0.092744,-0.211073,0.294979,72.341864,-81.398805,-14.676527,
159,-0.254128,0.401835,-0.066972,-0.127215,-0.226517,0.239217,48.486291,-84.420091,-7.81569,
160,-0.256881,0.392661,-0.065138,-0.169436,-0.232908,0.146371,22.616527,-81.209975,1.940548,
161,-0.256881,0.392661,-0.065138,-0.22475,-0.245956,0.098188,-9.358754,-71.453738,13.585089,
162,-0.256881,0.392661,-0.065138,-0.253342,-0.283235,0.067059,-46.432455,-63.082257,23.5931,
163,-0.266972,0.389908,-0.062385,-0.282201,-0.314923,0.062998,-91.122315,-46.528125,36.370623,
164,-0.266972,0.389908,-0.062385,-0.328697,-0.302141,0.113888,-135.686289,-19.840096,46.693351,
165,-0.266972,0.389908,-0.062385,-0.361565,-0.226517,0.18914,-175.403615,10.183937,51.980602,
166,-0.266972,0.391743,-0.06055,-0.393631,-0.127461,0.264933,-207.693613,40.333857,53.680076,
167,-0.266972,0.391743,-0.06055,-0.455358,-0.037725,0.370502,-232.870999,64.315317,53.994793,
168,-0.266055,0.4,-0.051376,-0.534989,0.085031,0.521005,-246.215014,81.372996,46.12686,
169,-0.266055,0.4,-0.051376,-0.569994,0.227757,0.660411,-248.480979,103.277322,30.013333,
170,-0.266055,0.4,-0.051376,-0.532049,0.357169,0.798192,-242.627236,130.154182,17.298753,
171,-0.259633,0.417431,-0.046789,-0.467383,0.457291,0.968456,-227.520805,155.205681,13.585089,
172,-0.259633,0.417431,-0.046789,-0.366642,0.527855,1.025842,-204.168779,170.375056,14.088636,
173,-0.259633,0.417431,-0.046789,-0.230628,0.573389,1.121125,-178.487845,179.879519,18.368792,
174,-0.254128,0.42844,-0.041284,-0.091676,0.593626,1.215054,-151.107438,180.06835,27.684425,
175,-0.254128,0.42844,-0.041284,-0.004563,0.618923,1.300051,-123.160539,164.898975,38.699531,
176,-0.244037,0.436697,-0.038532,0.034985,0.642622,1.378821,-93.451223,139.218041,46.756295,
177,-0.244037,0.436697,-0.038532,0.021357,0.658066,1.450825,-63.175417,112.467068,50.155242,
178,-0.244037,0.436697,-0.038532,-0.026475,0.644486,1.509565,-35.039688,88.296777,50.092298,
179,-0.238532,0.446789,-0.042202,-0.099959,0.623982,1.522558,-7.911054,66.770112,44.49033,
180,-0.238532,0.446789,-0.042202,-0.159014,0.582975,1.555582,16.070406,49.397716,35.363528,
181,-0.238532,0.446789,-0.042202,-0.2007,0.537707,1.563432,36.715863,35.801927,24.411365,
182,-0.22844,0.452294,-0.044037,-0.208984,0.498298,1.554499,54.969468,26.108634,12.51505,
183,-0.22844,0.452294,-0.044037,-0.186003,0.47167,1.541777,70.957108,17.233605,0.241074,
184,-0.224771,0.453211,-0.045872,-0.137904,0.455161,1.519309,85.811766,8.23269,-9.64105,
185,-0.224771,0.453211,-0.045872,-0.087934,0.435988,1.465442,101.799406,-3.160078,-17.886644,
186,-0.224771,0.453211,-0.045872,-0.059609,0.405899,1.41753,116.40229,-16.567036,-24.180991,
187,-0.221101,0.447706,-0.053211,-0.03075,0.369951,1.356896,129.872192,-32.051128,-29.845902,
188,-0.221101,0.447706,-0.053211,-0.029681,0.340926,1.299509,140.698468,-47.535221,-35.888475,
189,-0.221101,0.447706,-0.053211,-0.017924,0.308706,1.223987,148.944062,-62.767539,-40.357461,
190,-0.223853,0.442202,-0.055963,-0.017924,0.271427,1.164164,154.923691,-75.796837,-43.819352,
191,-0.223853,0.442202,-0.055963,-0.017389,0.213378,1.097304,158.826186,-87.063717,-45.518825,
192,-0.229358,0.434862,-0.058716,-0.041172,0.172371,1.034775,161.343924,-96.56818,-47.847734,
193,-0.229358,0.434862,-0.058716,-0.080185,0.147607,0.948154,163.358115,-104.310226,-49.736038,
194,-0.229358,0.434862,-0.058716,-0.10851,0.117783,0.845021,162.917511,-109.849251,-50.86902,
195,-0.233945,0.424771,-0.062385,-0.120535,0.082102,0.736745,157.944977,-110.856347,-51.372568,
196,-0.233945,0.424771,-0.062385,-0.095684,0.046154,0.617371,148.881118,-108.905099,-47.78479,
197,-0.233945,0.424771,-0.062385,-0.091943,-0.020949,0.516674,132.38993,-110.478686,-38.972705,
198,-0.244037,0.413761,-0.065138,-0.099692,-0.088052,0.446836,115.835799,-114.947672,-33.43368,
199,-0.244037,0.413761,-0.065138,-0.137637,-0.147166,0.365359,95.756833,-117.654241,-28.90175,
200,-0.250459,0.402752,-0.066055,-0.17478,-0.198558,0.285505,70.075899,-115.262389,-23.740386,
201,-0.250459,0.402752,-0.066055,-0.197761,-0.242761,0.223247,38.541223,-106.702078,-14.17298,
202,-0.250459,0.402752,-0.066055,-0.230361,-0.27285,0.147183,1.656353,-93.10629,-0.577191,
203,-0.26055,0.394495,-0.063303,-0.287011,-0.284034,0.107933,-38.123917,-80.706427,11.570898,
204,-0.26055,0.394495,-0.063303,-0.28621,-0.29149,0.064622,-84.953856,-62.641652,25.355517,
205,-0.26055,0.394495,-0.063303,-0.304648,-0.248086,0.124716,-135.056854,-33.624715,38.951305,
206,-0.26422,0.391743,-0.063303,-0.332171,-0.162078,0.227307,-179.872601,-6.370194,48.581655,
207,-0.26422,0.391743,-0.063303,-0.366375,-0.04518,0.339643,-212.288486,17.548322,52.358263,
208,-0.266972,0.401835,-0.054128,-0.382408,0.066125,0.484462,-230.919752,38.949101,54.938945,
209,-0.266972,0.401835,-0.054128,-0.428102,0.164116,0.614123,-236.836437,57.328593,55.56838,
210,-0.266972,0.401835,-0.054128,-0.515215,0.259178,0.725647,-233.500434,74.449215,50.721733,
211,-0.26422,0.412844,-0.047706,-0.542738,0.33347,0.832299,-224.247744,96.164711,41.343157,
212,-0.26422,0.412844,-0.047706,-0.537661,0.391253,0.978471,-211.281391,119.390849,32.405185,
213,-0.26422,0.412844,-0.047706,-0.49357,0.46954,1.134118,-191.265369,137.833285,23.467213,
214,-0.258716,0.42844,-0.038532,-0.388286,0.572324,1.241852,-162.563148,150.862582,16.606375,
215,-0.258716,0.42844,-0.038532,-0.249601,0.659131,1.311149,-131.091416,160.178215,18.620566,
216,-0.250459,0.436697,-0.03578,-0.113053,0.678836,1.381258,-99.997344,157.282815,27.684425,
217,-0.250459,0.436697,-0.03578,-0.009907,0.694547,1.461382,-68.399724,143.183479,37.692436,
218,-0.250459,0.436697,-0.03578,0.038994,0.706796,1.513354,-37.242709,122.978627,44.427387,
219,-0.242202,0.444954,-0.033028,0.038192,0.704133,1.537175,-7.65928,95.346446,49.085203,
220,-0.242202,0.444954,-0.033028,-0.024337,0.66206,1.565056,18.965806,65.4483,48.329881,
221,-0.242202,0.444954,-0.033028,-0.119733,0.602147,1.581568,44.772626,41.529783,41.028439,
222,-0.233028,0.448624,-0.038532,-0.207381,0.562472,1.604306,67.054613,25.101538,29.258011,
223,-0.233028,0.448624,-0.038532,-0.226353,0.53824,1.605389,87.825957,14.77881,14.969845,
224,-0.22844,0.450459,-0.044954,-0.197761,0.505488,1.571823,106.079562,8.42152,2.569982,
225,-0.22844,0.450459,-0.044954,-0.141912,0.466078,1.533385,123.766675,1.308908,-7.249198,
226,-0.22844,0.450459,-0.044954,-0.084461,0.417615,1.502797,140.257863,-7.062573,-14.613584,
227,-0.225688,0.447706,-0.048624,-0.047585,0.380069,1.40589,154.608973,-19.084774,-21.474422,
228,-0.225688,0.447706,-0.048624,-0.006166,0.336399,1.341737,163.98755,-33.309998,-26.950503,
229,-0.225688,0.447706,-0.048624,0.017616,0.279415,1.263237,170.093066,-48.227599,-30.286507,
230,-0.226606,0.440367,-0.057798,0.01922,0.222165,1.185008,172.296087,-63.208144,-31.671263,
231,-0.226606,0.440367,-0.057798,0.019487,0.162785,1.104613,171.037218,-76.426271,-32.426585,
232,-0.233945,0.433028,-0.059633,-0.000287,0.107665,1.018533,167.323553,-86.93783,-32.804245,
233,-0.233945,0.433028,-0.059633,-0.029414,0.061065,0.892392,160.71449,-95.057537,-34.440775,
234,-0.233945,0.433028,-0.059633,-0.044645,0.028313,0.759754,148.944062,-102.421922,-35.825532,
235,-0.238532,0.422018,-0.066055,-0.047585,-0.011363,0.670697,135.159443,-109.471591,-35.196097,
236,-0.238532,0.422018,-0.066055,-0.072436,-0.052903,0.581099,118.353537,-116.584202,-31.923037,
237,-0.238532,0.422018,-0.066055,-0.11332,-0.10323,0.485274,96.638042,-121.430849,-27.957599,
